"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"CardData_data-18dd64152b267ec1-9eb35a410438eb1418a7eca66acded00-v2","CardData_data-18dd64152b267ec1-9eb35a410438eb1418a7eca66acded00-v2","""임프가 불씨를 먹곤 한다. 불씨가 맛있긴 하지만 불씨는 무한하지 않다. 배고픈 임프는 그러고는 불씨에 잡아먹힌다. 그렇게 삶의 순환은 계속된다."" -외뿔의 그르르그가 저술한 지옥의 뿔에서 발췌, 불씨 섭취의 전례에 관해.","","False","","","(Group: 'CardData_ImpPressive')"
"CardData_data-18e253667ccaadee-40c6a5a18c8df4948afab1b79a2a37b0-v2","CardData_data-18e253667ccaadee-40c6a5a18c8df4948afab1b79a2a37b0-v2","움브라는 하나의 정신으로 합쳐진 존재이기 때문에 문자를 기록할 필요가 없었다. 하지만 내가 그들과 조우했을때, 그들은 나를 비롯한 다른 하찮은 자들과 대화하기 위해 새 언어를 만들었다.","","False","","","(Group: 'CardData_UmbraStone')"
"CardData_data-1bab31af4a556f34-792713c0dc49c794db7f416d35aee1b3-v2","CardData_data-1bab31af4a556f34-792713c0dc49c794db7f416d35aee1b3-v2","지옥뿔 부족은 타오르는 평원의 예측하기 힘든 면에 적응했다. 심지어 내 만류에도 불구하고 이들은 직접 불타는 바위를 구해오기까지 했다.","","False","","","(Group: 'CardData_StarterTorch')"
"CardData_data-1cae6727d69c01ff-2476514d2d3dfa6448a472d2da7a76d3-v2","CardData_data-1cae6727d69c01ff-2476514d2d3dfa6448a472d2da7a76d3-v2","전해진 바로는 불씨가 발화하여 근방의 지면을 녹여 끝을 모르게 구불구불한 동굴을 형성하면서 도가니가 만들어졌다고 한다. 움브라는 최선을 다해 내게 통로를 안내해줬지만, 여전히 그 미로같은 동굴에서 빠져나오려면 며칠씩 걸리곤 했다.","","False","","","(Group: 'CardData_GemTrove')"
"CardData_data-1dbf5227b2b6beeb-6d184f2fbc18a404fb2ed0a8477aed67-v2","CardData_data-1dbf5227b2b6beeb-6d184f2fbc18a404fb2ed0a8477aed67-v2","지옥이 얼어붙었을때, 불씨의 대부분이 소실되었다. 내가 모으지 못한 것들은 지옥 곳곳에 흩어졌고 대부분 세라프가 통제하고 있다. 일부는 완전히 부패하여 이전 주인이 접근하면 해치려 든다.","","False","","","(Group: 'CardData_BlightPyreDamageInHand')"
"CardData_data-1e023cb6a80b1e5e-48354b6f10e0b7a47a3440c20be30dc0-v2","CardData_data-1e023cb6a80b1e5e-48354b6f10e0b7a47a3440c20be30dc0-v2","칠흑의 수호자들은 의식용 창을 받아 이름없는 티탄의 안식처를 지킨다. 본디 전통에 불과했으나 이젠 이 창은 지옥의 방어에 필수적이다.","","False","","","(Group: 'CardData_Titanstooth')"
"CardData_data-1e7089ad5e230b4d-60e64958fe11330488ec2df330078826-v2","CardData_data-1e7089ad5e230b4d-60e64958fe11330488ec2df330078826-v2","분광석을 채굴하면서 생기는 먼지가루를 모으면, 효과는 한정적이지만 그럭저럭 비슷하게 소유자의 방어 수단으로 활용할 수 있다.","","False","","","(Group: 'CardData_PrismalDust')"
"CardData_data-1fce0943741e314c-ed3f80ba19dd9a9428f1d33f42a5e379-v2","CardData_data-1fce0943741e314c-ed3f80ba19dd9a9428f1d33f42a5e379-v2","""임프가 뿔 달린 자들에 대해 배우는 경우도 있다. 하지만 그들은 오직 죽음을 통해서만 뿔 달린 자들을 가르친다."" -외뿔의 그르르그가 저술한 지옥의 뿔에서 발췌, 지옥뿔 부족의 사회에서 지식의 사후 전승에 관해.","","False","","","(Group: 'CardData_ImpProvisation')"
"CardData_data-2152aa1deab8bd5c-d9d327e8d4208c54f9d614cc9f1eacea-v2","CardData_data-2152aa1deab8bd5c-d9d327e8d4208c54f9d614cc9f1eacea-v2","티탄의 해저 안식처로 들어가는 입구에는 전기 성게가 무리지어 살아간다. 이들은 가시로 포식자를 감전시켜 심해의 위험으로부터 스스로를 지킨다. 테티스 몰래 난 이들의 표본을 연구용으로 수집했다.","","False","","","(Group: 'CardData_MagicJuice')"
"CardData_data-2384230e408a7750-be9c823be1b68e846baaf929e2a41a8b-v2","CardData_data-2384230e408a7750-be9c823be1b68e846baaf929e2a41a8b-v2","끝자락의 수도원은 처음엔 철길이 야생숲을 관통하는 것에 대해 주저했으나, 결국 철길을 놓고 세라프와의 맹약을 유지하는 데 동의해주었다.","","False","","","(Group: 'CardData_AwokensRailSpike')"
"CardData_data-24392a619ec9094b-6038beb7292217549bcb45e170f2d48b-v2","CardData_data-24392a619ec9094b-6038beb7292217549bcb45e170f2d48b-v2","고룡혈족이 현실을 외면하는 은둔자들이라지만, 시간이 지나며 난 그들이 겉보기보다 자비롭다는 걸 알게 되었다. 그들은 수확한 영혼에게 물약을 주어 그들이 쉴 수 있도록, 잊을 수 있도록 해 준다. 나도 슬슬 근심을 다 잊고 이런 축제에 참여할 때가 된 것 같다. ","","False","","","(Group: 'CardData_SoulSiphon')"
"CardData_data-24df50888286669c-640e235cd3039c045b57f2c4025e35f3-v2","CardData_data-24df50888286669c-640e235cd3039c045b57f2c4025e35f3-v2","우연찮게 먹꾼들을 한 병에 모아담아 다른 일터로 수송하는 장면을 목격했다. 이 작은 생명체들을 진정시키는 효과도 있는 듯 하다.","","False","","","(Group: 'CardData_PackedMorsels')"
"CardData_data-27993336a6421d1b-7a6fa80fc37d9c541b9e37625bf870e3-v2","CardData_data-27993336a6421d1b-7a6fa80fc37d9c541b9e37625bf870e3-v2","지옥뿔 부족에게 가죽은 흔한 재료라 내 의복에도 보호용으로 덧대보았다. 악취가 나는 걸 보아 가죽의 원료에 대해서는 굳이 파고들지 않는 게 좋을 것 같다.","","False","","","(Group: 'CardData_Fortify')"
"CardData_data-2a3f7bcac43c93f4-0a8521d528e582d49b7cf2ac5e41dde3-v2","CardData_data-2a3f7bcac43c93f4-0a8521d528e582d49b7cf2ac5e41dde3-v2","자신의 밀랍이 녹는 걸 차마 기다리지 못하는 이들은 몸에 심지를 몇개 더 박기도 한다. 이들은 짧지만 아름다운 불빛을 내며 타오른다.","","False","","","(Group: 'CardData_Wicklash')"
"CardData_data-2bc38308f131c061-dfc4a87d625488d4d8731402fdd2449e-v2","CardData_data-2bc38308f131c061-dfc4a87d625488d4d8731402fdd2449e-v2","바다의 완전한 일원으로 인정받기 위한 마지막 단계로, 심해인은 수호자에게 스스로를 소개한다. 수호자는 그가 가지던 모든 소유물을 버리고, 오직 교리에 따라 임무에 맞는 도구만을 지닐 것을 요구한다. 내가 추구하는 삶과는 거리가 있지만, 나보다 훨씬 명예로운 삶을 살 것임은 분명하다.","","False","","","(Group: 'CardData_GiftsForAGuard')"
"CardData_data-2c57fac1b1bd5e9f-e8f4d7309950b9f47937210ab15d1b9f-v2","CardData_data-2c57fac1b1bd5e9f-e8f4d7309950b9f47937210ab15d1b9f-v2","이들 신성은 천국이나 지옥이 알고 있는 어떤 물리적 차원에도 존재하지 않는다. 하지만 그들의 존재에서 힘이 흘러나와 깜빡이는 불빛의 형태로 모습을 드러내곤 한다. 한 신성이 죽을 때마다 그 깜빡임은 점점 멈춰갔고, 이제 마지막으로 남은 신성이 내 실수로 말미암아 이 세계를 볼모로 잡고 있다.","","False","","","(Group: 'CardData_MergedSpell_Targetless')"
"CardData_data-2c87eaad8f1a6731-6757db998f7279743be5e849a3f29fa4-v2","CardData_data-2c87eaad8f1a6731-6757db998f7279743be5e849a3f29fa4-v2","그 꿈들은 과거의 환영을 보여주는 것이라 생각한다. 한 꿈에서, 야생얽이는 그의 몸에서 추출한 씨앗으로 야생숲 그 자체를 창조하는 것을 보여주었다. 그가 추방되기 전 마지막으로 남긴 선물이었으리라.","","False","","","(Group: 'CardData_StarterBuff')"
"CardData_data-2fc5a834e5a68fde-8469d3accf3a7ba469d06aaffe093c08-v2","CardData_data-2fc5a834e5a68fde-8469d3accf3a7ba469d06aaffe093c08-v2","야생숲의 투영자들은 가능하면 야생숲의 성장에 직접적으로 관여하는 것을 꺼린다. 하지만 간혹 ""공격적인"" 확장을 위해 그들이 개입하는 경우도 있다.","","False","","","(Group: 'CardData_Channelsong')"
"CardData_data-30afcbb1e2ab1b58-e95add7f3c3be9e4ab07369e81613bdd-v2","CardData_data-30afcbb1e2ab1b58-e95add7f3c3be9e4ab07369e81613bdd-v2","오직 가장 신뢰받는 먹꾼들만이 희귀한 금속을 캐도록 허락받는다. 그중에도 소수만이 움브라의 귀중한 피조물을 제련하도록 허락받는다. 그 신성한 대장간에 방문할 수 있던 건 참으로 영광이었다.","","False","","","(Group: 'CardData_MakingOfAMorsel')"
"CardData_data-30c860df355c46a5-7085f6b4c2b0e164988527c0a8a1c83b-v2","CardData_data-30c860df355c46a5-7085f6b4c2b0e164988527c0a8a1c83b-v2","이 임프들을 좁은 공간에 가둬넣을 생각을 한 자는 분명 이 작은 악마들과 한번도 소통한 적 없는 작자임이 분명하다. 뭐 나도 상자 몇 개 정도는 챙겨놓았지만. 이따금씩 탈출하는 녀석이 생기곤 했다.","","False","","","(Group: 'CardData_ImpInABox')"
"CardData_data-30e8ac98389fe66c-abedeb7bd63e2af458ab26601a848fa2-v2","CardData_data-30e8ac98389fe66c-abedeb7bd63e2af458ab26601a848fa2-v2","깨어난 자들 중 가시돋친 이들은 그들의 적을 향해 채찍질하는 것으로 유명하다. 나도 적은 아니었지만 한번 당해본 적 있고, 별로 즐거운 경험은 아니었다.","","False","","","(Group: 'CardData_VineGrasp')"
"CardData_data-32dcbcc27dea54e1-fdf2b961e24c9c94e8096f0779d808c4-v2","CardData_data-32dcbcc27dea54e1-fdf2b961e24c9c94e8096f0779d808c4-v2","안개의 움브라는 그들이 채굴한 연료를 도가니의 피조물에 투입했다. 특히 잿불을 먹이면 용광로가 그 즉시 과부하되어 투입된 잿불만큼 배의 효율을 내곤 했다. 본셰이커의 용광로를 제작하는 데 있어 중요한 발견이었다.","","False","","","(Group: 'CardData_PerilsOfProduction')"
"CardData_data-34193035c4467cd3-7cb1ccddd7c45204999a78128b6fb996-v2","CardData_data-34193035c4467cd3-7cb1ccddd7c45204999a78128b6fb996-v2","야생숲의 거주민들을 관찰하면서, 난 강렬한 집중이 강렬한 회복으로 이어지는 것을 보았다. 깨어난 자들은 자신의 의지를 땅에 흩뿌려진 포자싹에 투영하여, 덩굴로 이루어진 신체에 난 결함을 치유할 수 있었다.","","False","","","(Group: 'CardData_FocusedGrowth')"
"CardData_data-358095c11dc866d0-92b031bb609fb70429201b3455d2aa36-v2","CardData_data-358095c11dc866d0-92b031bb609fb70429201b3455d2aa36-v2","이젠 얼어붙은 바다에서 난 얼음 조각을 추출해 종자 결정의 형태로 정제할 수 있었다. 이걸 사용하면 편리하게 사물을 즉시 냉동시킬 수 있다.","","False","","","(Group: 'CardData_JarOfFrost')"
"CardData_data-3814d123857ded12-57cb2a64dad0f3d40a81a733914aae00-v2","CardData_data-3814d123857ded12-57cb2a64dad0f3d40a81a733914aae00-v2","자철광이 주변 생물의 에너지를 흡수하려면 직접 조작해야 한다. 난 그 원리를 이해하지 못했지만, 원본의 몇 배나 되는 에너지가 흡수되었다.","","False","","","(Group: 'CardData_EnergySiphon')"
"CardData_data-3817b5adaf1e27f2-b721a27e79fd01147b04c4bfe9142ea7-v2","CardData_data-3817b5adaf1e27f2-b721a27e79fd01147b04c4bfe9142ea7-v2","녹아내린 잔재의 일원이 삶을 계속하고 싶다면, 그들은 봉헌에 집에 직접 찾아가 밀랍의 축복을 받아야 한다. 하지만 간혹 재구성된 자들이 봉헌의 집 밖에서 쓸 수 있게 신성한 밀랍을 나눠주기도 한다. ","","False","","","(Group: 'CardData_WickExtension')"
"CardData_data-3cc0958db71c9445-42e873e0f49d91144bcaeb0a488debb3-v2","CardData_data-3cc0958db71c9445-42e873e0f49d91144bcaeb0a488debb3-v2","난 혹시라도 불씨가 위협받을 경우를 대비해, 불씨가 스스로 날카로운 모양으로 변해 공격자들에게 피해를 입히도록 향상시켰다. 깨어난 자들은 불씨가 깨지면 그 조각을 흡수해 비슷한 효과를 얻을 수 있다.","","False","","","(Group: 'CardData_SpikePotion')"
"CardData_data-42f442c651add2eb-790efa17530b9ad449906821c848523f-v2","CardData_data-42f442c651add2eb-790efa17530b9ad449906821c848523f-v2","밀랍이 수지로 굳어버린 경우, 결정화된 외곽을 벗겨내 안쪽의 고운 밀랍을 얻어낼 수 있다. 하지만 이 과정에도 위험은 따른다.","","False","","","(Group: 'CardData_ResinRemoval')"
"CardData_data-43de87bb59cd14fd-da5170ff394a9c54b80bb679894606a7-v2","CardData_data-43de87bb59cd14fd-da5170ff394a9c54b80bb679894606a7-v2","몇몇 지옥뿔 부족민들은 수집한 뿔을 갈고 물약에 적셔 그 힘을 강화하기도 한다. 불행히도 난 이 물약의 역겨운 맛을 본 적 있는데, 지옥뿔 부족에게는 이 정도는 아무 것도 아닌 듯 하다.","","False","","","(Group: 'CardData_RageSerum')"
"CardData_data-4721a124d73ab91f-69b303f167fb6624981514b55d044984-v2","CardData_data-4721a124d73ab91f-69b303f167fb6624981514b55d044984-v2","이 역사가는 가장 은밀하고 부도덕적인 자들에게만 제대로 된 도둑질을 가르친다. 함께 지내는 동안 그는 절대로 내게 이 비기를 드러내지 않았는데, 이건 내가 가치있는 자라는 칭찬으로 받아들여도 될 것 같다.","","False","","","(Group: 'CardData_DamageStealGold')"
"CardData_data-477642ab4886a980-78b4b576f0678924ca2854191a5a1d5d-v2","CardData_data-477642ab4886a980-78b4b576f0678924ca2854191a5a1d5d-v2","움브라 사이에서 공허 파편을 중독적으로 섭취하는 경우가 늘고 있다. 의존증이 심해져 공허석마저 그들의 갈망을 채워주지 못하면, 아예 몸 전체를 공허석으로 교체하는 것 외에는 만족을 얻을 수 없다. 우리의 발명에 뒤따른 불행 중 하나였다.","","False","","","(Group: 'CardData_ImmortalTrade')"
"CardData_data-48df2ad931f7aa38-f5d9178b8e7a9e34db5d509bc5f5248c-v2","CardData_data-48df2ad931f7aa38-f5d9178b8e7a9e34db5d509bc5f5248c-v2","깨어난 자들은 본셰이커에서 지내면서 열차 곳곳에 자신들의 덩굴을 뿌리내렸다. 이를 활용해 그들은 먼 거리를 순식간에 이동하면서 스스로를 재충전할 수 있었고, 적들에게 역으로 활용할 수도 있었다.","","False","","","(Group: 'CardData_RestoringRetreat')"
"CardData_data-4a850150572d2fda-0b3e3cb4f647cdb46939903e53c95fd3-v2","CardData_data-4a850150572d2fda-0b3e3cb4f647cdb46939903e53c95fd3-v2","순교자는 이름이 영혼에 끼치는 권능에 대해 말하며, 그 티탄이 천국과 지옥, 그리고 인간을 위하여 자신의 이름을 버렸다고 한다. 칠흑의 수호자들도 이러한 관습을 이어나가는데, 이는 그들에게 작은 권능을 선사해준다.","","False","","","(Group: 'CardData_StarterFrostbiteDiscard')"
"CardData_data-4aee12ec16035b28-27fca88960edf6241bcb6c68d9610f33-v2","CardData_data-4aee12ec16035b28-27fca88960edf6241bcb6c68d9610f33-v2","야생숲의 투영자들이 지닌 여러 힘 중 하나는 다른 깨어난 자들을 치유하는 능력이다. 우리가 철길을 완공했을 때, 그들은 필요하다면 이 능력을 다른 지옥인들에게도 사용하는 데 동의했다.","","False","","","(Group: 'CardData_StarterHeal')"
"CardData_data-4be195a90821845e-494b95e882d238d40bb81dbac1feff79-v2","CardData_data-4be195a90821845e-494b95e882d238d40bb81dbac1feff79-v2","석판에 적혀있기를, ""메아리수정은 기억된 지식 그 자체다."" 이 세계의 집합적 지식이 이들 수정에 보관되어 고룡혈족에 의해 관리된다. 그들은 메아리수정을 일종의 도서관처럼 활용하여, 원하는 대로 보관된 지식을 가져가 복원하여 사용할 수 있다. 허나 지식이 곧 힘이라지만, 이미 일어났던 일에 대한 진실은 이 수많은 지식으로도 감당할 수 없다. 내 비겁함을 용감함으로 착각하지 마라.","","False","","","(Group: 'CardData_PowerOfKnowledge')"
